"Mean Hourly Temperature (°C) for all sites, 01/01/06 thru 12/31/06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2,Boren Mesa,Brumley Ridge,Chicken Creek,Clark Lake,Dinosaur Tracks,East Dark Canyon,Hwy 46 La Sal,Lower Geyser Pass Rd,La Sal Pass Junction,South Beaver Mesa,Warner Meadows
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739,733938,1001871,1001873,733939,625102,1001872,984395,733937,1001874,710736,733935
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512,2866,2354,2473,2863,2598,3253,2317,2503,2377,2537,2869
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2,BOR,BRR,CCR,CLK,DIN,EDC,HWY,LGP,LPJ,SBM,WME
05/12/06 09:00:00.0,10.72,4.01,0.51,-0.54,4.36,3.38,1.17,13.06,-0.99,7.70,3.02,2.14,2.53,-1.06,1.60,0.80,,-3.14,,,,,,,,,,,
05/12/06 10:00:00.0,13.38,4.85,3.73,3.05,6.69,5.47,3.17,12.87,1.23,8.56,5.46,9.81,7.51,-1.06,5.94,1.45,,-2.36,,,,,,,,,,,
05/12/06 11:00:00.0,15.55,5.81,5.26,9.68,8.03,6.35,5.26,17.27,5.32,9.29,8.56,9.82,8.56,-1.06,7.56,5.67,,-1.36,,,,,,,,,,,
05/12/06 12:00:00.0,16.57,6.42,6.35,9.75,8.96,7.43,6.83,19.30,7.83,9.95,9.36,9.62,7.70,-1.06,7.96,8.63,,-0.69,,,,,,,,,,,
05/12/06 13:00:00.0,16.95,8.76,7.56,9.42,9.95,8.56,7.56,19.81,9.49,10.47,10.15,9.62,8.50,-1.06,8.50,10.99,,-0.16,,,,,,,,,,,
05/12/06 14:00:00.0,17.77,7.36,8.23,9.03,12.09,9.88,8.30,20.32,9.62,11.12,10.60,10.02,9.09,-1.06,8.96,13.25,,-0.16,,,,,,,,,,,
05/12/06 15:00:00.0,18.98,7.76,8.76,9.42,15.36,10.80,8.10,20.76,10.67,11.71,11.58,10.34,9.69,-1.06,9.23,14.41,,-0.16,,,,,,,,,,,
05/12/06 16:00:00.0,18.98,8.16,9.88,10.08,12.68,11.64,8.76,21.46,11.84,12.55,11.45,10.80,10.28,-1.06,9.75,15.24,,-0.16,,,,,,,,,,,
05/12/06 17:00:00.0,18.98,7.83,9.89,10.73,11.84,11.51,9.10,21.90,12.42,11.71,12.22,10.73,10.73,-1.06,10.54,15.94,,-0.16,,,,,,,,,,,
05/12/06 18:00:00.0,19.68,7.96,9.42,10.80,11.51,12.35,9.42,22.48,13.06,9.75,12.42,10.93,11.06,-1.06,10.60,15.24,,-0.16,,,,,,,,,,,
05/12/06 19:00:00.0,19.49,8.10,9.03,10.73,10.93,11.84,9.10,22.48,12.42,7.90,11.19,10.47,10.60,-0.61,10.60,13.13,,-0.16,,,,,,,,,,,
05/12/06 20:00:00.0,18.91,7.50,8.16,9.95,10.28,11.25,7.09,22.16,10.27,6.83,9.16,9.82,8.70,-0.31,9.74,11.58,,-0.16,,,,,,,,,,,
05/12/06 21:00:00.0,16.89,6.96,6.08,7.29,8.96,10.14,6.22,20.70,6.28,6.08,6.49,7.96,7.03,-0.16,5.05,9.36,,-0.16,,,,,,,,,,,
05/12/06 22:00:00.0,13.25,6.35,4.78,4.64,7.96,7.29,5.13,17.65,4.22,5.81,4.64,3.66,5.95,-0.16,3.38,6.76,,-0.16,,,,,,,,,,,
05/12/06 23:00:00.0,12.03,5.95,3.59,3.67,7.43,5.88,4.71,17.65,3.03,5.81,3.38,2.68,6.02,-0.16,2.39,5.26,,-0.16,,,,,,,,,,,
05/13/06 00:00:00.0,11.51,5.81,3.38,3.17,7.23,5.74,4.64,18.15,2.46,5.47,2.89,2.10,5.74,-0.16,2.03,4.50,,-0.16,,,,,,,,,,,
05/13/06 01:00:00.0,11.12,5.54,3.10,2.96,7.10,5.54,4.29,17.90,2.03,5.40,2.39,1.53,5.81,-0.16,1.89,4.15,,-0.39,,,,,,,,,,,
05/13/06 02:00:00.0,10.41,5.26,2.89,2.46,7.03,5.40,4.22,17.58,1.60,5.40,2.17,1.53,5.74,-0.16,1.89,3.81,,-0.84,,,,,,,,,,,
05/13/06 03:00:00.0,10.41,5.06,2.46,2.32,6.89,5.33,4.15,16.70,1.60,5.40,2.10,1.24,5.81,-0.16,1.60,3.67,,-1.06,,,,,,,,,,,
05/13/06 04:00:00.0,10.21,5.06,2.10,2.03,6.69,5.40,3.95,16.63,1.31,5.40,1.60,1.17,6.02,-0.16,1.46,3.31,,-1.06,,,,,,,,,,,
05/13/06 05:00:00.0,9.88,5.40,2.17,2.17,6.62,5.26,4.01,16.82,1.17,5.40,1.53,1.17,5.88,-0.16,0.80,3.31,,-1.29,,,,,,,,,,,
05/13/06 06:00:00.0,9.75,5.13,2.10,1.96,6.55,4.99,3.81,16.63,0.95,5.33,1.17,1.17,5.74,-0.16,0.80,3.24,,-1.51,,,,,,,,,,,
05/13/06 07:00:00.0,10.28,5.40,2.03,2.03,6.76,5.06,3.88,15.56,0.73,6.89,1.02,1.38,5.74,-0.16,0.73,3.17,,-1.51,,,,,,,,,,,
05/13/06 08:00:00.0,10.60,5.61,2.89,2.46,6.49,5.40,4.01,15.23,0.73,9.36,1.46,1.60,5.47,-0.16,1.17,3.31,,-1.44,,,,,,,,,,,
05/13/06 09:00:00.0,13.63,6.29,2.89,2.25,7.30,6.55,4.36,15.49,1.38,10.73,3.87,4.88,5.88,-0.16,4.01,3.45,,-0.76,,,,,,,,,,,
05/13/06 10:00:00.0,16.25,6.96,5.19,5.03,8.96,8.36,5.54,16.44,3.31,11.38,6.62,12.03,10.12,-0.16,7.02,4.16,,-0.16,,,,,,,,,,,
05/13/06 11:00:00.0,18.22,7.70,7.70,9.94,11.19,9.42,6.49,19.81,7.02,11.71,9.94,12.80,11.57,-0.16,9.49,6.89,,-0.16,,,,,,,,,,,
05/13/06 12:00:00.0,19.75,8.63,8.96,11.71,11.38,10.28,7.70,21.33,10.21,12.29,11.25,12.35,10.73,-0.16,10.34,10.60,,0.22,,,,,,,,,,,
05/13/06 13:00:00.0,19.74,10.27,10.08,10.34,11.12,11.19,8.96,21.08,11.64,12.87,11.64,12.48,11.25,-0.16,10.86,12.48,,0.36,,,,,,,,,,,
05/13/06 14:00:00.0,18.85,8.90,10.08,10.08,11.51,11.77,8.89,21.97,11.58,13.00,11.90,12.09,11.32,-0.16,11.32,13.13,,2.17,,,,,,,,,,,
05/13/06 15:00:00.0,20.57,9.09,10.01,10.73,14.41,12.23,9.42,22.61,12.61,13.45,12.36,12.55,11.19,-0.16,11.77,14.21,,4.09,,,,,,,,,,,
05/13/06 16:00:00.0,20.51,9.36,10.47,10.80,12.61,12.35,10.34,23.12,13.13,12.16,12.68,12.35,11.51,-0.16,11.90,14.34,,5.05,,,,,,,,,,,
05/13/06 17:00:00.0,21.27,9.16,11.32,11.64,12.23,13.13,9.75,22.99,13.32,10.80,12.68,12.93,12.35,-0.16,11.71,16.25,,4.78,,,,,,,,,,,
05/13/06 18:00:00.0,19.42,9.36,10.41,10.73,12.42,12.35,9.49,22.54,11.90,8.76,12.55,12.49,11.12,-0.16,11.71,14.09,,5.81,,,,,,,,,,,
05/13/06 19:00:00.0,18.28,9.09,9.49,9.22,11.38,11.45,8.23,21.58,9.55,7.90,11.97,11.64,9.69,-0.16,10.99,11.77,,4.92,,,,,,,,,,,
05/13/06 20:00:00.0,17.20,8.43,8.50,7.36,10.21,10.47,7.50,20.89,7.56,7.43,10.27,10.80,8.63,-0.16,10.01,9.69,,4.15,,,,,,,,,,,
05/13/06 21:00:00.0,16.00,8.10,8.03,6.35,9.03,9.75,7.03,20.19,5.95,7.36,9.03,8.69,8.30,-0.16,8.56,8.50,,4.08,,,,,,,,,,,
05/13/06 22:00:00.0,14.53,7.50,7.16,5.33,7.70,8.30,6.22,19.49,4.57,5.67,7.63,6.89,7.70,-0.16,6.76,7.16,,4.08,,,,,,,,,,,
05/13/06 23:00:00.0,13.38,6.96,6.35,4.85,6.96,7.63,5.74,19.49,3.88,6.42,6.08,6.15,7.23,-0.16,6.62,6.29,,3.74,,,,,,,,,,,
05/14/06 00:00:00.0,12.42,6.76,4.92,5.12,6.35,7.43,5.40,18.60,3.31,7.36,4.71,4.78,6.55,-0.16,4.99,5.61,,3.38,,,,,,,,,,,
05/14/06 01:00:00.0,11.96,6.15,4.92,6.76,6.22,7.50,5.20,17.65,2.96,5.95,4.01,5.13,6.69,-0.16,4.64,5.33,,2.46,,,,,,,,,,,
05/14/06 02:00:00.0,11.06,5.47,4.08,6.42,5.74,6.76,4.57,16.89,2.46,6.08,3.45,5.26,6.42,-0.16,3.95,4.99,,1.17,,,,,,,,,,,
05/14/06 03:00:00.0,11.84,5.13,4.85,5.74,5.61,6.35,4.29,17.20,2.46,6.22,3.24,4.22,5.81,-0.16,3.03,6.22,,0.73,,,,,,,,,,,
05/14/06 04:00:00.0,12.03,5.06,4.57,4.08,5.95,6.08,4.64,17.33,2.89,5.33,3.45,3.67,6.29,-0.16,2.82,5.67,,1.60,,,,,,,,,,,
05/14/06 05:00:00.0,12.03,5.06,3.74,4.08,6.29,5.88,4.99,17.20,2.60,5.13,3.81,3.17,6.15,-0.16,2.82,5.19,,2.17,,,,,,,,,,,
05/14/06 06:00:00.0,11.06,4.64,2.89,3.10,5.88,5.47,4.29,16.06,1.96,5.67,2.74,2.32,5.47,-0.16,2.32,4.50,,1.17,,,,,,,,,,,
05/14/06 07:00:00.0,10.60,4.99,3.10,2.89,5.19,5.81,4.15,15.49,1.53,7.43,1.89,2.17,5.13,-0.16,2.46,3.67,,1.02,,,,,,,,,,,
05/14/06 08:00:00.0,10.47,4.92,3.03,2.75,4.50,5.81,4.15,14.91,1.31,9.16,1.89,2.89,5.06,-0.16,3.24,3.38,,1.74,,,,,,,,,,,
05/14/06 09:00:00.0,13.25,6.01,3.59,3.10,6.01,6.49,4.29,15.43,1.89,9.82,3.88,5.79,5.88,-0.16,6.15,3.67,,2.67,,,,,,,,,,,
05/14/06 10:00:00.0,15.75,6.62,6.35,6.12,8.36,7.63,5.67,16.38,3.66,10.86,6.34,11.45,10.83,-0.16,8.63,4.43,,4.15,,,,,,,,,,,
05/14/06 11:00:00.0,17.08,6.89,7.56,11.31,9.75,8.50,7.10,19.17,7.49,9.48,10.41,11.25,11.71,-0.16,9.62,8.62,,6.48,,,,,,,,,,,
05/14/06 12:00:00.0,17.84,7.30,8.76,11.12,10.60,9.36,7.83,20.76,8.83,10.80,11.32,11.84,9.95,-0.16,9.55,11.25,,8.03,,,,,,,,,,,
05/14/06 13:00:00.0,19.23,9.02,9.03,11.32,10.08,9.56,8.76,21.58,10.27,11.51,11.25,10.34,9.16,-0.16,9.09,13.13,,6.01,,,,,,,,,,,
05/14/06 14:00:00.0,19.30,8.23,8.89,10.67,10.73,9.42,8.10,21.20,11.32,12.61,11.25,10.34,9.16,-0.16,9.03,13.89,,6.28,,,,,,,,,,,
05/14/06 15:00:00.0,20.13,8.50,9.49,10.99,11.06,10.99,8.30,21.90,12.10,13.12,11.84,11.12,10.14,-0.16,9.29,14.09,,5.40,,,,,,,,,,,
05/14/06 16:00:00.0,20.51,8.10,10.14,10.73,11.90,12.55,9.62,21.97,13.19,13.26,11.90,12.03,11.64,-0.16,10.86,14.79,,8.30,,,,,,,,,,,
05/14/06 17:00:00.0,20.06,7.70,10.21,10.80,11.58,11.84,9.36,21.90,13.13,11.25,12.29,11.38,11.71,-0.16,10.80,15.42,,7.50,,,,,,,,,,,
05/14/06 18:00:00.0,20.25,8.30,10.86,12.03,11.38,12.36,9.69,22.41,13.19,8.89,11.38,11.71,11.64,-0.16,10.99,15.62,,6.96,,,,,,,,,,,
05/14/06 19:00:00.0,18.47,8.03,10.21,11.90,11.71,12.42,8.23,22.03,10.73,7.23,10.99,11.32,11.97,-0.16,10.80,14.09,,6.15,,,,,,,,,,,
05/14/06 20:00:00.0,14.79,7.09,8.03,8.70,9.82,9.16,7.50,19.62,7.96,8.10,9.88,9.36,8.63,-0.16,9.09,10.99,,5.12,,,,,,,,,,,
05/14/06 21:00:00.0,12.74,6.15,6.62,7.76,8.03,7.96,5.88,18.53,6.62,7.83,8.76,7.90,6.96,-0.16,7.70,8.43,,3.73,,,,,,,,,,,
05/14/06 22:00:00.0,12.61,5.74,5.61,6.28,7.50,7.43,5.61,17.58,5.40,8.23,6.69,6.22,7.03,-0.16,5.33,7.63,,3.10,,,,,,,,,,,
05/14/06 23:00:00.0,11.71,5.67,4.50,6.08,6.35,7.10,5.20,17.46,4.01,8.03,4.99,4.71,6.69,-0.16,4.22,6.22,,2.96,,,,,,,,,,,
05/15/06 00:00:00.0,12.03,5.67,4.99,6.55,6.29,6.96,5.26,17.52,3.74,7.03,4.29,6.08,6.69,-0.16,5.06,6.08,,2.53,,,,,,,,,,,
05/15/06 01:00:00.0,11.90,5.26,5.33,6.35,6.35,6.89,5.20,17.01,3.67,6.83,4.01,6.29,6.56,-0.16,4.78,7.56,,2.10,,,,,,,,,,,
05/15/06 02:00:00.0,11.84,5.13,5.06,5.54,6.55,6.55,5.13,16.82,3.31,5.40,3.74,4.29,6.22,-0.16,3.45,7.23,,1.60,,,,,,,,,,,
05/15/06 03:00:00.0,10.67,5.06,3.80,4.01,6.02,5.81,4.78,15.93,2.75,5.20,2.96,2.67,6.22,-0.16,2.68,5.60,,0.80,,,,,,,,,,,
05/15/06 04:00:00.0,9.42,4.43,3.03,3.17,5.61,4.78,4.43,14.72,2.39,5.13,2.32,2.39,5.13,-0.16,2.10,4.64,,0.51,,,,,,,,,,,
05/15/06 05:00:00.0,9.16,4.22,2.32,2.60,5.47,4.57,4.36,15.04,2.17,4.92,2.10,2.25,4.78,-0.16,2.03,4.22,,0.66,,,,,,,,,,,
05/15/06 06:00:00.0,9.23,4.57,2.67,3.10,6.08,4.57,4.64,14.91,2.32,4.99,2.68,2.32,4.85,-0.16,2.03,4.15,,0.80,,,,,,,,,,,
05/15/06 07:00:00.0,9.82,4.43,3.38,3.80,5.81,4.57,5.06,14.72,2.89,6.62,2.89,2.82,4.36,-0.16,3.73,4.29,,1.46,,,,,,,,,,,
05/15/06 08:00:00.0,9.23,4.02,3.03,4.09,5.06,4.08,4.78,14.66,3.24,7.36,3.66,3.24,3.81,-0.16,3.38,4.92,,1.17,,,,,,,,,,,
05/15/06 09:00:00.0,11.58,4.92,2.74,2.68,6.08,4.99,4.08,13.77,2.60,7.96,4.43,4.21,4.57,-0.16,4.22,4.02,,2.10,,,,,,,,,,,
05/15/06 10:00:00.0,12.80,5.88,5.67,5.10,7.63,6.62,5.06,15.11,4.22,8.96,7.15,10.47,10.42,-0.16,6.76,3.73,,4.29,,,,,,,,,,,
05/15/06 11:00:00.0,14.15,6.83,6.42,10.01,8.76,7.43,5.40,17.01,6.82,8.10,9.23,9.29,9.35,-0.16,7.63,6.82,,6.15,,,,,,,,,,,
05/15/06 12:00:00.0,15.75,6.62,6.69,9.09,9.88,6.76,5.06,18.73,7.83,8.50,9.82,7.76,6.69,-0.16,7.90,8.16,,6.62,,,,,,,,,,,
05/15/06 13:00:00.0,16.32,6.76,7.63,7.96,8.83,7.90,5.19,19.17,8.03,8.70,10.21,9.02,7.90,-0.16,6.69,8.96,,4.22,,,,,,,,,,,
05/15/06 14:00:00.0,16.38,6.35,6.42,7.03,9.35,7.36,5.19,19.49,7.90,9.62,10.47,7.68,7.03,-0.16,7.76,7.83,,5.39,,,,,,,,,,,
05/15/06 15:00:00.0,16.89,6.35,6.02,6.42,4.98,6.35,4.64,19.62,5.95,10.54,9.89,4.36,6.42,-0.16,5.47,7.70,,3.53,,,,,,,,,,,
05/15/06 16:00:00.0,16.95,6.76,5.88,6.28,4.71,6.62,6.01,20.95,6.89,10.01,9.95,4.99,6.22,-0.16,5.12,8.03,,3.52,,,,,,,,,,,
05/15/06 17:00:00.0,15.04,5.26,4.42,4.89,5.19,6.48,6.89,20.00,6.35,10.73,7.63,5.46,5.38,-0.16,6.96,6.32,,4.99,,,,,,,,,,,
05/15/06 18:00:00.0,14.85,5.67,3.87,5.04,4.43,5.45,6.49,21.65,6.75,10.86,9.15,4.35,4.01,-0.16,7.02,5.87,,4.01,,,,,,,,,,,
05/15/06 19:00:00.0,19.68,6.83,6.49,7.09,6.08,8.76,7.30,22.73,7.56,10.08,10.47,6.15,7.70,-0.16,9.03,6.83,,6.08,,,,,,,,,,,
05/15/06 20:00:00.0,19.11,6.89,7.03,9.03,6.69,8.63,7.03,22.35,5.33,8.23,7.76,3.94,7.56,-0.16,5.93,6.76,,6.02,,,,,,,,,,,
05/15/06 21:00:00.0,17.01,6.96,5.33,7.16,6.08,7.76,6.42,21.33,3.94,7.63,5.61,2.17,6.83,-0.16,3.24,6.49,,3.80,,,,,,,,,,,
05/15/06 22:00:00.0,13.25,6.29,4.02,4.57,4.36,6.62,5.47,19.55,2.75,7.76,3.80,1.60,6.49,-0.16,2.60,4.99,,1.96,,,,,,,,,,,
05/15/06 23:00:00.0,11.90,6.22,3.45,4.57,4.50,6.15,4.99,19.04,2.03,6.29,2.96,1.60,6.76,-0.16,2.60,3.95,,2.46,,,,,,,,,,,
05/16/06 00:00:00.0,11.84,5.74,3.67,3.10,5.33,5.33,4.85,17.96,1.82,6.42,2.53,1.53,6.89,-0.16,2.03,4.01,,1.46,,,,,,,,,,,
05/16/06 01:00:00.0,10.80,5.33,2.96,2.82,5.26,4.71,4.64,16.63,1.60,5.40,2.32,1.46,6.55,-0.16,1.60,3.52,,1.02,,,,,,,,,,,
05/16/06 02:00:00.0,10.21,5.40,2.39,2.46,5.74,4.29,4.57,16.51,1.31,5.13,1.82,1.17,5.81,-0.16,1.46,2.96,,0.51,,,,,,,,,,,
05/16/06 03:00:00.0,10.53,5.06,2.39,2.68,5.54,3.67,4.85,15.81,1.17,4.92,1.53,0.95,5.13,-0.16,1.31,2.75,,0.80,,,,,,,,,,,
05/16/06 04:00:00.0,9.42,4.78,1.74,2.32,5.40,3.74,4.57,15.42,1.17,4.57,1.24,0.88,5.26,-0.16,0.88,2.75,,-0.09,,,,,,,,,,,
05/16/06 05:00:00.0,9.03,4.64,1.60,1.31,5.47,3.88,4.22,14.79,0.80,4.29,0.88,0.80,5.54,-0.16,0.73,2.46,,-0.16,,,,,,,,,,,
05/16/06 06:00:00.0,8.50,4.50,1.96,1.17,5.47,4.15,3.74,14.34,0.66,3.95,0.73,1.02,6.01,-0.16,0.58,2.46,,-0.16,,,,,,,,,,,
05/16/06 07:00:00.0,8.10,4.99,1.96,1.24,5.47,4.57,3.17,14.09,0.29,6.82,0.51,0.95,5.81,-0.16,0.51,1.89,,-0.46,,,,,,,,,,,
05/16/06 08:00:00.0,8.16,4.99,1.96,2.39,5.20,5.19,3.17,13.96,0.14,8.56,0.80,2.03,5.33,-0.16,1.16,2.25,,0.95,,,,,,,,,,,
05/16/06 09:00:00.0,11.83,5.54,3.66,2.39,6.08,5.88,4.01,13.83,0.88,9.03,2.60,5.37,5.81,-0.16,5.74,2.96,,3.10,,,,,,,,,,,
05/16/06 10:00:00.0,13.96,6.35,6.22,5.73,7.96,7.30,5.40,15.36,2.74,9.62,5.31,10.54,10.76,-0.16,7.70,4.01,,4.57,,,,,,,,,,,
05/16/06 11:00:00.0,15.10,6.63,7.70,10.99,9.36,7.96,6.35,17.84,6.07,10.08,9.69,10.60,12.22,-0.16,8.76,6.89,,7.15,,,,,,,,,,,
05/16/06 12:00:00.0,17.14,7.16,8.23,10.28,10.54,8.43,7.03,19.62,8.70,10.28,10.60,11.25,9.23,-0.16,9.36,9.09,,8.56,,,,,,,,,,,
05/16/06 13:00:00.0,18.15,9.42,9.03,10.67,11.90,9.36,7.90,20.32,9.69,11.51,11.19,10.80,9.89,-0.16,8.89,11.32,,7.56,,,,,,,,,,,
05/16/06 14:00:00.0,18.60,8.03,10.02,10.67,12.74,10.67,8.76,20.51,10.67,12.23,11.58,10.93,10.21,-0.16,9.29,13.77,,7.30,,,,,,,,,,,
05/16/06 15:00:00.0,19.17,8.63,10.67,10.67,15.04,11.51,8.76,21.20,12.03,12.87,12.23,11.45,11.06,-0.16,9.95,14.53,,8.23,,,,,,,,,,,
05/16/06 16:00:00.0,19.68,9.23,11.06,11.25,13.51,12.80,9.62,22.22,13.19,13.90,12.42,11.90,11.38,-0.16,11.12,14.60,,9.82,,,,,,,,,,,
05/16/06 17:00:00.0,20.06,8.83,11.25,11.97,13.00,12.10,9.16,22.99,13.96,13.58,13.25,11.90,11.38,-0.16,11.77,15.55,,10.21,,,,,,,,,,,
05/16/06 18:00:00.0,20.82,8.70,10.86,11.90,12.87,13.00,8.56,23.57,14.41,12.22,13.19,11.71,11.71,-0.16,12.16,15.55,,10.02,,,,,,,,,,,
05/16/06 19:00:00.0,20.51,8.23,10.34,11.84,12.55,12.22,8.83,23.76,13.57,10.54,12.35,10.99,11.06,-0.16,12.16,13.90,,9.23,,,,,,,,,,,
05/16/06 20:00:00.0,19.55,7.90,9.62,11.32,11.90,11.12,8.63,23.37,11.58,9.03,10.27,9.82,9.75,-0.16,9.61,12.48,,8.16,,,,,,,,,,,
05/16/06 21:00:00.0,17.77,7.70,8.50,9.35,11.06,10.01,7.83,22.41,8.69,7.76,7.49,6.83,8.70,-0.16,5.88,10.14,,6.15,,,,,,,,,,,
05/16/06 22:00:00.0,14.53,7.50,7.83,5.80,9.03,8.36,6.56,20.70,5.67,8.23,5.47,4.99,8.03,-0.16,3.95,7.50,,3.87,,,,,,,,,,,
05/16/06 23:00:00.0,12.93,7.09,6.69,4.36,7.96,7.16,5.95,19.68,4.02,9.10,4.22,3.81,7.50,-0.16,3.10,5.81,,2.60,,,,,,,,,,,
05/17/06 00:00:00.0,12.80,6.62,5.26,4.15,7.50,7.03,5.88,18.41,3.38,8.76,3.45,3.38,7.23,-0.16,2.75,5.13,,2.46,,,,,,,,,,,
05/17/06 01:00:00.0,12.61,5.95,4.43,3.45,7.43,6.01,5.88,18.66,3.10,6.96,2.75,3.10,6.83,-0.16,2.39,4.36,,2.10,,,,,,,,,,,
05/17/06 02:00:00.0,12.48,5.88,3.67,3.10,7.23,5.54,5.26,18.53,2.75,8.16,2.46,2.68,6.42,-0.16,2.03,3.95,,1.53,,,,,,,,,,,
05/17/06 03:00:00.0,11.71,5.81,4.22,3.10,7.30,5.13,5.06,17.96,2.32,8.10,2.10,2.46,5.88,-0.16,1.74,3.31,,2.03,,,,,,,,,,,
05/17/06 04:00:00.0,11.19,5.81,5.13,3.03,7.43,4.99,4.99,17.84,2.03,7.83,1.82,2.60,5.95,-0.16,1.60,3.24,,2.32,,,,,,,,,,,
05/17/06 05:00:00.0,11.77,5.81,4.29,2.82,7.03,5.06,5.40,17.27,2.03,7.10,1.82,2.39,5.81,-0.16,1.31,3.38,,0.88,,,,,,,,,,,
05/17/06 06:00:00.0,11.51,5.81,3.59,2.60,6.76,5.06,4.78,16.19,1.82,7.56,1.60,1.89,5.81,-0.16,1.17,3.38,,0.66,,,,,,,,,,,
05/17/06 07:00:00.0,11.64,5.81,3.03,2.03,6.15,5.33,4.57,16.00,1.60,9.62,1.24,2.03,6.22,-0.16,1.10,3.74,,0.73,,,,,,,,,,,
05/17/06 08:00:00.0,11.51,5.88,2.89,2.03,5.81,4.78,4.57,16.06,1.60,11.19,1.39,1.89,6.69,-0.16,1.31,4.01,,0.95,,,,,,,,,,,
05/17/06 09:00:00.0,14.40,6.76,3.45,2.46,7.09,6.01,4.99,16.32,1.89,11.32,3.45,4.48,7.36,-0.16,4.35,4.01,,2.95,,,,,,,,,,,
05/17/06 10:00:00.0,17.27,8.23,5.67,5.65,9.23,7.96,6.22,17.58,3.87,11.19,5.80,11.17,11.99,-0.16,8.10,4.36,,5.60,,,,,,,,,,,
05/17/06 11:00:00.0,18.34,8.96,8.36,10.21,10.93,9.29,7.50,20.00,6.55,12.16,10.27,12.55,13.13,-0.16,10.08,7.36,,8.23,,,,,,,,,,,
05/17/06 12:00:00.0,20.06,8.96,9.03,11.83,11.77,10.08,8.23,22.03,10.07,12.93,12.42,12.61,10.93,-0.16,10.93,11.25,,9.62,,,,,,,,,,,
05/17/06 13:00:00.0,20.70,11.25,10.47,12.80,12.55,11.19,9.42,22.28,11.12,13.13,12.81,12.61,11.90,-0.16,11.45,13.96,,9.29,,,,,,,,,,,
05/17/06 14:00:00.0,20.70,9.49,11.12,12.29,13.00,11.38,9.95,22.99,12.10,13.90,13.19,12.81,11.58,-0.16,10.34,15.93,,8.50,,,,,,,,,,,
05/17/06 15:00:00.0,21.52,10.15,11.05,12.61,14.91,11.64,9.55,23.88,13.25,14.41,13.77,12.29,11.38,-0.16,11.71,16.51,,10.27,,,,,,,,,,,
05/17/06 16:00:00.0,22.41,10.41,11.83,12.80,14.02,13.96,9.95,24.53,14.34,14.72,13.70,12.55,13.19,-0.16,12.16,17.84,,11.38,,,,,,,,,,,
05/17/06 17:00:00.0,22.29,9.88,12.29,13.45,13.70,14.03,10.60,24.72,14.98,13.83,14.34,13.70,13.83,-0.16,12.87,18.15,,10.80,,,,,,,,,,,
05/17/06 18:00:00.0,22.03,10.08,12.23,13.57,14.09,14.53,10.41,25.05,15.43,11.96,14.41,13.51,13.96,-0.16,13.51,17.52,,10.67,,,,,,,,,,,
05/17/06 19:00:00.0,22.86,9.82,11.51,12.93,13.58,14.22,10.60,24.79,14.02,10.08,13.32,12.48,13.45,-0.16,12.93,14.60,,10.28,,,,,,,,,,,
05/17/06 20:00:00.0,21.39,9.62,10.60,11.64,12.68,13.06,9.29,24.34,10.73,8.43,10.86,11.19,11.70,-0.16,9.54,12.80,,9.42,,,,,,,,,,,
05/17/06 21:00:00.0,19.30,8.63,8.03,8.76,10.73,11.84,7.90,23.18,7.23,7.96,7.83,7.83,9.56,-0.16,5.61,10.73,,7.56,,,,,,,,,,,
05/17/06 22:00:00.0,14.91,7.96,6.08,6.83,8.56,9.29,7.23,21.27,5.12,7.83,5.74,5.26,8.36,-0.16,4.64,8.30,,5.81,,,,,,,,,,,
05/17/06 23:00:00.0,13.90,7.10,5.40,5.61,7.96,8.43,6.35,19.81,4.08,7.63,4.57,4.43,8.23,-0.16,3.59,6.89,,3.74,,,,,,,,,,,
05/18/06 00:00:00.0,12.80,7.36,4.92,4.92,8.23,7.90,5.88,19.81,3.45,7.83,3.67,4.15,7.96,-0.16,3.53,6.02,,3.95,,,,,,,,,,,
05/18/06 01:00:00.0,12.68,7.23,4.36,4.43,8.23,7.50,5.61,20.19,3.17,8.03,3.31,3.74,7.83,-0.16,3.31,5.61,,3.74,,,,,,,,,,,
05/18/06 02:00:00.0,12.74,7.30,4.36,4.15,8.50,7.43,5.54,19.55,2.89,7.56,3.31,3.74,7.56,-0.16,3.31,5.40,,3.67,,,,,,,,,,,
05/18/06 03:00:00.0,13.25,7.43,4.29,3.88,8.70,7.43,5.40,19.36,2.46,6.83,3.03,3.38,7.43,-0.16,2.82,4.99,,3.46,,,,,,,,,,,
05/18/06 04:00:00.0,13.51,7.70,4.57,4.15,8.56,7.36,5.74,18.98,2.46,6.76,2.89,3.03,6.89,-0.16,2.46,5.47,,3.81,,,,,,,,,,,
